 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11860632;"Visita a la exposición 'Las Sinsombrero'";"";"1";"0";"";"";"2022-12-16 00:00:00.0";"2022-12-16 23:59:00.0";"10:00";"Os animamos a que nos acompañéis a conocer a Las Sinsombrero, un grupo de mujeres pintoras, poetas, novelistas, ilustradoras, escultoras, pensadoras, cineastas y compositoras de inmenso talento que también formaron parte de la Generación del 27. Ellas, al igual que sus compañeros de generación, fueron parte y testigo de los acontecimientos sociopolíticos que caracterizaron el siglo XX español. En Fernán Gómez, Centro Cultural de la Villa.   Actividad dirigida a población general. Viernes 16 de diciembre a las 10h.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cce451bca9eb4810VgnVCM1000001d4a900aRCRD";"Visita a la exposición 'Las Sinsombrero'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b7ee9e053fc8710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f6bb3c7035da610VgnVCM1000001d4a900aRCRD";"Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas";"2";"PLAZA";"EURIPIDES";"1";"SAN BLAS-CANILLEJAS";"CANILLEJAS";"28022";"448534";"4477771";"40.449003967549075";"-3.6069161377213526";"/contenido/actividades/ExcursionesItinerariosVisitas";"";
11863395;"Visita Comentada: `Códigos y Algoritmos. Sentido en un Mundo Calculado´";"";"1";"0";"";"";"2022-12-15 00:00:00.0";"2022-12-15 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=890f5642729c4810VgnVCM1000001d4a900aRCRD";"Visita Comentada: `Códigos y Algoritmos. Sentido en un Mundo Calculado´";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b94c5642729c4810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42753d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Bohemios (Villaverde)";"1";"CALLE";"LOS BOHEMIOS";"1";"VILLAVERDE";"LOS ANGELES";"28041";"441066";"4467547";"40.35639654251886";"-3.6940501846610894";"/contenido/actividades/Exposiciones";"";
11852569;"Visita cultural guiada 'Picasso - Chanel'";"";"1";"0";"";"";"2022-12-16 00:00:00.0";"2022-12-16 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=243b3de253a94810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Maestro Alonso (Salamanca)";"1";"CALLE";"MAESTRO ALONSO";"6";"SALAMANCA";"FUENTE DEL BERRO";"28028";"443605";"4475629";"40.42938854032785";"-3.664855511110751";"/contenido/actividades/FiestasNavidadesReyes";"";
11853928;"Visita guiada a la Fuente del Berro";"";"1";"0";"";"";"2022-12-28 00:00:00.0";"2022-12-28 23:59:00.0";"10:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d70bd4f93f94810VgnVCM1000001d4a900aRCRD";"Visita guiada al Parque del Oeste.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=26aaf2c8c3a86710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=97521076c081c010VgnVCM1000000b205a0aRCRD";"Aula ambiental La Cabaña del Retiro";"1";"PASEO";"FERNAN NU&amp;Ntilde;EZ";"10";"RETIRO";"LOS JERONIMOS";"28009";"442360";"4473388";"40.40911512464532";"-3.6793290785184363";"";"";
11862071;"Visita guiada Museo de San Isidro. Los orígenes de Madrid";"";"1";"0";"";"";"2022-12-15 00:00:00.0";"2022-12-15 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=272f8361bc3c4810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82ce995a8bf5d010VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Ciudad Lineal (Ciudad Lineal)";"1,6";"CALLE";"HERMANOS GARCIA NOBLEJAS";"14";"CIUDAD LINEAL";"PUEBLO NUEVO";"28037";"445948";"4476395";"40.43644651057092";"-3.6372924261150033";"/contenido/actividades/Exposiciones";"";
11809136;"Visita guiada: 'El Madrid Antiguo de los Belenes'";"";"1";"0";"";"";"2022-12-22 00:00:00.0";"2022-12-22 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f666ee66a42b3810VgnVCM1000001d4a900aRCRD";"Visita guiada: 'El Madrid Antiguo de los Belenes'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9756ee66a42b3810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=697c598d1351c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal La Elipa (Ciudad Lineal)";"1,6";"CALLE";"NUESTRA SEÑORA DEL VILLAR";"6";"CIUDAD LINEAL";"LA ELIPA";"28017";"444705";"4474959";"40.42342659084215";"-3.651841641389484";"/contenido/actividades/ExcursionesItinerariosVisitas";"";
11842087;"Visita guiada: 'El Madrid gremial'";"";"1";"0";"";"";"2023-02-24 00:00:00.0";"2023-02-24 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=89ef608378254810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=697c598d1351c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal La Elipa (Ciudad Lineal)";"1,6";"CALLE";"NUESTRA SEÑORA DEL VILLAR";"6";"CIUDAD LINEAL";"LA ELIPA";"28017";"444705";"4474959";"40.42342659084215";"-3.651841641389484";"/contenido/actividades/ExcursionesItinerariosVisitas";"";
11842075;"Visita guiada: 'Las Iglesias del Fuero de Madrid'";"";"1";"0";"";"";"2023-02-06 00:00:00.0";"2023-02-06 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b94f608378254810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=697c598d1351c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal La Elipa (Ciudad Lineal)";"1,6";"CALLE";"NUESTRA SEÑORA DEL VILLAR";"6";"CIUDAD LINEAL";"LA ELIPA";"28017";"444705";"4474959";"40.42342659084215";"-3.651841641389484";"/contenido/actividades/ExcursionesItinerariosVisitas";"";
11863922;"Visitas al Belén de la JMD Retiro";"";"1";"1";"L,M,X,J,V,S,D";"";"2022-12-01 00:00:00.0";"2023-01-07 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2c04168c8acc4810VgnVCM1000001d4a900aRCRD";"Visitas al Belén de la JMD Retiro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=be84f58062f0d710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=27098aa6bd91f010VgnVCM1000000b205a0aRCRD";"Junta Municipal del Distrito de Retiro";"1";"PLAZA";"DAOIZ Y VELARDE";"2";"RETIRO";"PACIFICO";"28007";"442527";"4472618";"40.402190438836826";"-3.6772826298329093";"/contenido/actividades/FiestasNavidadesReyes/Belenes";"";
11648046;"Visitas familiares a Matadero";"Actividad gratuita previa inscripción";"0";"0";"";"";"2022-04-01 00:00:00.0";"2022-12-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=32b92659e36ef710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391054868587204";"-3.6958072892892155";"/contenido/actividades/ActividadesCalleArteUrbano";"";
11217728;"Visitas guiadas a CentroCentro";"Gratuito";"0";"1";"M,X,J,V,S,D";"";"2018-02-19 00:00:00.0";"2028-01-01 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=210d945892954710VgnVCM1000001d4a900aRCRD";"Visitas guiadas a CentroCentro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c60d945892954710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD";"CentroCentro";"1";"PLAZA";"CIBELES";"1";"RETIRO";"LOS JERONIMOS";"28014";"441277";"4474496";"40.419011767401095";"-3.692206111679657";"";"/usuario/Familias";
11863485;"Visitas guiadas al Edificio Palacio de Cibeles";"";"1";"0";"";"";"2022-12-21 00:00:00.0";"2022-12-21 23:59:00.0";"10:30";"Visita guida gratuita de 1 hora de duración. Punto de encuentro: a las 10:20 horas en la plaza de Cibeles, 1, planta 2.ª, en el hall principal. Metro Banco de España (línea 2). Autobús 10.  Palacio de Cibeles. La visita guiada consiste en un recorrido por el edificio del Palacio de Cibeles haciendo hincapié en la arquitectura original de principios del s.XX, sus antiguas funciones como Palacio de Comunicaciones y el contexto socio-histórico en el que se construyó. Se expondrán asimismo detalles sobre la rehabilitación de los espacios y los usos actuales como centro cultural. Se hará una parada en el Pleno.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d4ee8a4b7cc4810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=314e1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Aula de Aire Libre (Puente de Vallecas)";"0";"CALLE";"SIERRA CARBONERA";"74";"PUENTE DE VALLECAS";"SAN DIEGO";"28053";"443532";"4471268";"40.39009728291889";"-3.665329063724782";"/contenido/actividades/FiestasNavidadesReyes";"";
11863480;"Visitas guiadas al Museo de Bomberos";"";"1";"0";"";"";"2022-12-16 00:00:00.0";"2022-12-16 23:59:00.0";"12:00";"Visita guida gratuita de 1 hora de duración. Punto de encuentro: a las 11:50 horas en calle Boada 4. Metro Buenos Aires (línea 1). Autobuses 54, 141, 143. El Museo de bomberos se encuentra junto al Parque de Bomberos número 8, se abrió al público en 1982 y ha sido totalmente remodelado. El espacio expositivo sumerge al visitante por buena parte de la historia de nuestra ciudad paralela a la de su Cuerpo de Bomberos.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=430ee8a4b7cc4810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=314e1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Aula de Aire Libre (Puente de Vallecas)";"0";"CALLE";"SIERRA CARBONERA";"74";"PUENTE DE VALLECAS";"SAN DIEGO";"28053";"443532";"4471268";"40.39009728291889";"-3.665329063724782";"/contenido/actividades/FiestasNavidadesReyes";"";
11842147;"Visitas guiadas exposición Metaversos: Realidades en transición";"Entrada gratuita, previa reserva de plaza y hasta completar aforo";"0";"1";"M,X,J,V,S,D";"";"2022-11-10 00:00:00.0";"2023-01-29 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c287608378254810VgnVCM1000001d4a900aRCRD";"Visitas guiadas exposición Metaversos: Realidades en transición";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f87608378254810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391054868587204";"-3.6958072892892155";"/contenido/actividades/ExcursionesItinerariosVisitas";"";
11821747;"Visitas guiadas. Patrimonio histórico cultural Hortaleza-Canillas";"";"1";"1";"L,M,X,J,V,S,D";"29/10/2022;30/10/2022;31/10/2022;1/11/2022;6/11/2022;7/11/2022;9/11/2022;13/11/2022;14/11/2022;17/11/2022;19/11/2022;20/11/2022;21/11/2022;26/11/2022;28/11/2022;29/11/2022;3/12/2022;4/12/2022;5/12/2022;6/12/2022;7/12/2022;8/12/2022;9/12/2022;10/12/2022;12/12/2022;13/12/2022;";"2022-10-25 00:00:00.0";"2022-12-14 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=193d8e2490ae3810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ExcursionesItinerariosVisitas";"";
11648049;"Visitas Matadero";"Actividad gratuita previa inscripción";"0";"0";"";"";"2022-04-01 00:00:00.0";"2022-12-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbc92659e36ef710VgnVCM1000001d4a900aRCRD";"Visitas Matadero";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1d92659e36ef710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391054868587204";"-3.6958072892892155";"/contenido/actividades/ActividadesCalleArteUrbano";"";
11848923;"Vivero: el viaje de la planta";"";"1";"0";"";"";"2022-12-14 00:00:00.0";"2022-12-14 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb2aa38195f74810VgnVCM2000001f4a900aRCRD";"Vivero: el viaje de la planta";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=27c7fb5fd7904810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a22598d1351c010VgnVCM1000000b205a0aRCRD";"Centro de Educación Ambiental de Casa de Campo";"1";"PARQUE";"CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)";"";"MONCLOA-ARAVACA";"CASA DE CAMPO";"28011";"437990";"4474399";"40.41789950036311";"-3.7309390858931137";"";"";
11753841;"Wikiesfera. Aprendiendo a editar en Wikipedia";"Gratuito";"0";"1";"X";"07/09/2022;21/09/2022;05/10/2022;12/10/2022;02/11/2022;09/11/2022;23/11/2022;07/12/2022;28/12/2022;";"2022-09-01 00:00:00.0";"2022-12-30 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=997823cf149e2810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD";"Medialab en Matadero. Matadero Madrid";"1";"PASEO";"CHOPERA";"14";"ARGANZUELA";"CHOPERA";"28045";"440828";"4471551";"40.39245798191536";"-3.6972067902718897";"";"";
11861130;"Wonderful (Un mundo perfecto)";"";"1";"0";"";"";"2022-12-14 00:00:00.0";"2022-12-14 23:59:00.0";"18:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=825321c3692c4810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98953d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Buero Vallejo (San Blas - Canillejas)";"1";"CALLE";"BOLTA&amp;Ntilde;A";"27";"SAN BLAS-CANILLEJAS";"CANILLEJAS";"28022";"448023";"4477305";"40.44477474902185";"-3.6129105844633775";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11858381;"XLI Exposición de Navidad, de soldaditos de plomo";"";"1";"1";"L,M,X,J,V";"26/12/2022;6/1/2023;";"2022-12-19 00:00:00.0";"2023-01-28 23:59:00.0";"";"Organizada por la Asociación de Miniaturistas Dos de Mayo. Dedicada a conmemorar el Primer Centenario de las Fuerzas acorazadas del ejército español.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=23ffa91f7fbb4810VgnVCM1000001d4a900aRCRD";"Programa de actividades en el Centro Cultural Sara Montiel (Latina)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fd49b87374893510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c957cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Sara Montiel (Latina)";"1";"CARRETERA";"BOADILLA DEL MONTE";"40";"LATINA";"CAMPAMENTO";"28024";"434222";"4472418";"40.399764677637116";"-3.775144917950534";"/contenido/actividades/Exposiciones";"";
11857328;"XXXIII Certamen de Belenes Curso Escolar 2022-2023 del Distrito de Latina";"";"1";"1";"L,M,X,J,V";"25/12/2022;24/12/2022;6/12/2022;8/12/2022;6/1/2023;1/1/2023;";"2022-12-16 00:00:00.0";"2023-01-08 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2666b4d3bcda4810VgnVCM1000001d4a900aRCRD";"Navidad en Latina";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ab8b4d3bcda4810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6089ba61e681c010VgnVCM1000000b205a0aRCRD";"Auditorio y sala de exposiciones Paco de Lucía (Latina)";"1";"AVENIDA";"LAS AGUILAS";"2";"LATINA";"LAS AGUILAS";"28044";"435330";"4470783";"40.38513183038149";"-3.761911556533903";"/contenido/actividades/FiestasNavidadesReyes/Belenes";"/usuario/Niños";
11866180;"Yesterday";"";"1";"0";"";"";"2022-12-16 00:00:00.0";"2022-12-16 23:59:00.0";"18:30";"Director: Darrell James Rodt. País: Sudáfrica. Año: 2004. Calificación: no recomendada para menores de 16 años. Duración: 96 minutos. Género: drama. Reparto: Laleli Khumalo, Lihle Mvlase, Kenneth Kambule, Harriet Lehabe, Camilla Walkerer, Nandi Nyembe. Después de caer enferma, Yesterday descubre que tiene SIDA. Casada y con una niña pequeña, se enfrentará al desafío que le ha tocado vivir, ilusionada con querer ver a su hija ir a la escuela.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=411e83a8ad1d4810VgnVCM1000001d4a900aRCRD";"Cine en Arganzuela";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd57b7f645ca7610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9ea79262ef5d010VgnVCM1000000b205a0aRCRD";"Centro Cultural Dotacional Integrado Arganzuela";"1";"CALLE";"CANARIAS";"17";"ARGANZUELA";"PALOS DE MOGUER";"28045";"440979";"4472617";"40.40207279862862";"-3.6955325387824014";"/contenido/actividades/CineActividadesAudiovisuales";"";
11526740;"Yincana de Navidad.";"";"1";"0";"";"";"2022-12-29 00:00:00.0";"2022-12-29 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f1e35619bc23d710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=97521076c081c010VgnVCM1000000b205a0aRCRD";"Aula ambiental La Cabaña del Retiro";"1";"PASEO";"FERNAN NU&amp;Ntilde;EZ";"10";"RETIRO";"LOS JERONIMOS";"28009";"442360";"4473388";"40.40911512464532";"-3.6793290785184363";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"/usuario/Niños";
11526735;"Yincana de Navidad.";"";"1";"0";"";"";"2022-12-27 00:00:00.0";"2022-12-27 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ad35619bc23d710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=97521076c081c010VgnVCM1000000b205a0aRCRD";"Aula ambiental La Cabaña del Retiro";"1";"PASEO";"FERNAN NU&amp;Ntilde;EZ";"10";"RETIRO";"LOS JERONIMOS";"28009";"442360";"4473388";"40.40911512464532";"-3.6793290785184363";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"/usuario/Niños";
11827651;"Yincana de reciclaje y elaboración de juguetes a partir de material reciclable.";"";"1";"0";"";"";"2022-12-18 00:00:00.0";"2022-12-18 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d55d7f70299f3810VgnVCM1000001d4a900aRCRD";"Yincana de reciclaje y elaboración de juguetes a partir de material reciclable.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=47374ee18eb55610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=97521076c081c010VgnVCM1000000b205a0aRCRD";"Aula ambiental La Cabaña del Retiro";"1";"PASEO";"FERNAN NU&amp;Ntilde;EZ";"10";"RETIRO";"LOS JERONIMOS";"28009";"442360";"4473388";"40.40911512464532";"-3.6793290785184363";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"/usuario/Niños";
11854029;"Yincana de viverismo y elaboración de semilleros.";"";"1";"1";"L,M,X,J,V,S,D";"";"2022-12-10 00:00:00.0";"2022-12-11 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0a6bd4f93f94810VgnVCM1000001d4a900aRCRD";"Yincana de viverismo y elaboración de semilleros.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=aafd63824f0c7610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=97521076c081c010VgnVCM1000000b205a0aRCRD";"Aula ambiental La Cabaña del Retiro";"1";"PASEO";"FERNAN NU&amp;Ntilde;EZ";"10";"RETIRO";"LOS JERONIMOS";"28009";"442360";"4473388";"40.40911512464532";"-3.6793290785184363";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"/usuario/Niños";
